#SampleID,physical_specimen_remaining,qiita_study_id,env_biome,env_feature,sample_type,longitude,latitude,description
2104.CP310.r,FALSE,2104,urban biome,park,soil,-73.97514,40.77665,soil
2104.CP277,FALSE,2104,urban biome,park,soil,-73.96916,40.77826,soil
15230.SorghumSgC90,FALSE,15230,cropland biome,farm,rhizosphere,-28.4004,-24.9527,soil sample SgC90
11116.U441A61.1197392,FALSE,11116,cropland biome,plant-associated habitat,soil,-88.207,40.111,sample L15A062
714.soil1.0.1g.T7S1,FALSE,714,ENVO:terrestrial biome,ENVO:soil,soil,-105.27,40.01,sterile_soil.soil.7
2107.MD5,FALSE,2107,shrubland,shrubland,soil,-115.8666667,35.2,"Soil - Mojave Desert, CA, USA"
11116.L24A098.1196812,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A29A100
2104.CP225,FALSE,2104,urban biome,park,soil,-73.96818,40.78049,soil
10141.BLANKplate5.9,TRUE,10141,urban biome,research facility,control blank,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
1883.2009.324.Crump.Artic.LTREB.main.lane3.NoIndex,TRUE,1883,tundra biome,tundra,soil,-149.587633,68.60853333,bank soil
2105.CP243,TRUE,2105,urban biome,park,soil,-73.96555,40.77711,CP243 soil sample from Central Park
11116.A30C118.1195199,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample U439A61
14989.soil.ctrl.SHSU.2016.076.2016.12.10.day19,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.ctrl.SHSU.2016.076.2016.12.10.day19
1034.ZKG1,TRUE,1034,tundra biome,tundra,Soil,-20.54588,74.46254,"soil metagenome, O"
1043.Hopland.14C.Control.TP1.03,FALSE,1043,cropland biome,grassland soil,Soil,-123.07,38.99,Californian Grassland soil incubated with pyrolized plant material
990.KA2U.B.05,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841114,Block_2_Unfertilized_station_B_position_5 KA2U.B.05
13114.uren.82.s009,TRUE,13114,subpolar coniferous forest biome,cliff,lichen,-87.98416667,46.97638889,lichen thallus
1642.MS00274,TRUE,1642,cropland biome,alluvial paddy field soil,soil,138.937,35.117,Bulk soil Nipponbare MS00274
2104.CP661,FALSE,2104,urban biome,park,soil,-73.95809,40.79427,soil
2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,roots,-72.4503,41.06273,Roots
14989.soil.face.SHSU.2016.076.2016.12.12.day21,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.face.SHSU.2016.076.2016.12.12.day21
10143.004.4.23.2013.Soil.Head.SiteA,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,004.4.23.2013.Soil.Head.SiteA
11116.I12A081.1196549,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A15.A28b
2105.CP644.r,TRUE,2105,urban biome,park,soil,-73.9565,40.79661,CP644 soil sample from Central Park
10180.B4III,FALSE,10180,cropland biome,agricultural soil,soil,-48.4811,-22.6867,B4III Soil sample
10431.14N18,TRUE,10431,cropland biome,farm,soil,-119.506186,36.592215,sandy loam soil  from an organic agriculture field
990.KA3U.A.21,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840733,Block_3_Unfertilized_station_A_position_21 KA3U.A.21
214.KR25,FALSE,214,temperate coniferous forest biome,forest soil,soil,-81.6734357,34.6281898,soil metagenome
11116.A12D091.1194575,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A12D091
1889.soil1.0.1g.T0U2,TRUE,1889,urban biome,soil,soil,-105.27,40.01,untreated_soil.soil.0
990.KA1F.D.02,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841521,Block_1_Fertilized_station_D_position_2 KA1F.D.02
11116.C28A64.1196847,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample I14A098
10143.004.6.10.2013.Soil.Head.SiteA,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,004.6.10.2013.Soil.Head.SiteA
14989.soil.ctrl.CMU.16.12.2016.11.day.day14,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.ctrl.CMU.16.12.2016.11.day.day14
755.SSFB.L3.D30.12.07.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
11116.U473A63.1196435,FALSE,11116,cropland biome,plant-associated habitat,soil,-88.207,40.111,sample A11A091
2104.CP606,FALSE,2104,urban biome,park,soil,-73.95456667,40.79876667,soil
11519.17A260609.S6b.4A,FALSE,11519,temperate grassland,grassland,soil,105.24345,40.04785,no information
990.KA3U.A.18,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840733,Block_3_Unfertilized_station_A_position_18 KA3U.A.18
1521.EB084.s.6.1.sequences,FALSE,1521,shrubland biome,grassland soil,soil,36.17,-6.93,soil sample EB084
2104.CP558,FALSE,2104,urban biome,park,soil,-73.9631,40.7895,soil
14627.ERNBL5.R,TRUE,14627,Mangrove biome,plant-associated habitat,Leaves,-67.17510499,18.02797434,leaves
11432.Fungal.Plate.E11.Specimen.7.,TRUE,11432,terrestrial,rhizosphere,fungal isolate,-117.149,32.5228,PBS_Culture
11116.L30A120.1196878,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A05C097
11116.A15D073.1197000,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I22A097
1642.MS00096,TRUE,1642,cropland biome,alluvial paddy field soil,soil,138.937,35.117,Bulk soil kasalath MS00096
14989.soil.ctrl.UTK.K016.03.2016.05.07.day2,FALSE,14989,dense settlement biome,research facility,soil,-83.939774,35.940959,11271.soil.ctrl.UTK.K016.03.2016.05.07.day2
990.KA2U.D.07,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841123,Block_2_Unfertilized_station_D_position_7 KA2U.D.07
11116.I27A095.1196758,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A17A076
10141.G.soil.T2.3,TRUE,10141,temperate grassland biome,agricultural soil,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
619.HI.20.51a.1,FALSE,619,tropical broadleaf forest biome,forest soil,soil,-155.289,19.93042,soil core
10431.E4.6,TRUE,10431,cropland biome,farm,soil,-119.506186,36.592215,sandy loam soil  from an organic agriculture field
1030.TVF.Control.Loc5.D0.Rep4,TRUE,1030,forest biome,forest soil,soil,-145.8,64.33,Tanana Valley Forest Control Organic layer Location05 Replicate04
11116.I04A101.1195097,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L17A105
1792.A05C094,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.70245,42.75396,A05C094 from site MS71
2105.CP331.r,TRUE,2105,urban biome,park,soil,-73.96684,40.77374,CP331 soil sample from Central Park
990.KA1F.A.20,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841521,Block_1_Fertilized_station_A_position_20 KA1F.A.20
10141.F.CTRL.soil.T6.2,TRUE,10141,Temperate coniferous forest biome,agricultural soil,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
10360.BAQ3473.2,TRUE,10360,desert biome,slope,soil,-67.94507,-22.91237,sample from Banquedana transect
11116.L04A079.1194906,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L18A100
10333.Pue.630.bath,FALSE,10333,village biome,building,surface,-73.376,-3.827,floor
14989.soil.hip.UTK.K016.05.2016.10.09.day14,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.hip.UTK.K016.05.2016.10.09.day14
755.SSFA.L1.D3.19.07.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.906,samples of sand from slow_sand filter water purification system
10141.D.soil.T5.2.ReDay10,TRUE,10141,temperate desert biome,desert sand,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
14989.soil.face.SHSU.2016.065.2016.09.05.day12,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.face.SHSU.2016.065.2016.09.05.day12
14989.soil.hip.CMU.16.09.2016.07.29.day4,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.hip.CMU.16.09.2016.07.29.day4
11116.A29C070.1195828,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A25A070
1579.E.2.30,TRUE,1579,tropical shrubland biome,volcano,soil,-155.805,20.098,soil elevation 674m
10145.WB.2B,TRUE,10145,marine benthic biome,high tide zone,beach sand,-128.14,51.66,WB-2B sample mid tide
10143.016.4.27.2013.Soil.ctrl.ctrlC,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,016.4.27.2013.Soil.ctrl.ctrlC
14989.soil.hip.SHSU.2016.073.2016.11.12.day9,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.hip.SHSU.2016.073.2016.11.12.day9
714.soil1.0.1g.T0U2,FALSE,714,ENVO:terrestrial biome,ENVO:soil,soil,-105.27,40.01,untreated_soil.soil.0
1578.O3.low.16to0.2,TRUE,1578,tundra biome,tundra,soil,-156.539,71.253,polygon center O3.low.16to0.2
928.TL3,FALSE,928,tundra biome,taiga,soil,-149.5833333,68.63333333,soil sample TL3
619.FL.3.11a.1,FALSE,619,subtropical coniferous forest biome,forest soil,soil,-81.99353439,29.68998591,soil core
11116.I03A078.1196809,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I06A069
11116.U511A62.1196986,FALSE,11116,cropland biome,plant-associated habitat,soil,-88.207,40.111,sample A14D118
10145.3rd.2C,TRUE,10145,marine benthic biome,high tide zone,beach sand,-128.15,51.65,3rd-2C sample mid tide
1642.MS00363,TRUE,1642,cropland biome,rice field,rhizosphere,138.937,35.117,rhizosphere W106 MS00363
1036.A.C.0.2.s.4.1.sequences,TRUE,1036,tundra biome,permafrost,soil,-157.75,64.49,soil metagenome A_C_0_2
1521.EB129.s.6.1.sequences,FALSE,1521,shrubland biome,grassland soil,soil,37.45,-5.32,soil sample EB129
1024.SH004.C1.RH.5.17.bulk.6.11.G1.L00,TRUE,1024,cropland biome,vineyard,soil,-72.52848,41.01504,Bulk_soil
755.SSFB.L3.D5.21.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
1030.TVF.2004.Loc2.D0.Rep2,TRUE,1030,forest biome,forest soil,soil,-145.64,64.35,Tanana Valley Forest Fire year 2004 Organic layer Location02 Replicate02
11432.Plate2.E10.ROOT.deltaSRF.,TRUE,11432,terrestrial,rhizosphere,root delta srf,-117.149,32.5228,Swab_Root
1035.UQ361,TRUE,1035,polar desert biome,cold temperature habitat,rocky sand,163.766,-78.066,antarctic sand
2105.CP134,TRUE,2105,urban biome,park,soil,-73.96826,40.77126,CP134 soil sample from Central Park
1721.R15B,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample R15B
14989.soil.hip.UTK.K016.10.2017.06.09.day16,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.hip.UTK.K016.10.2017.06.09.day16
1520.EB002,FALSE,1520,ENVO:terrestrial biome,ENVO:soil,Lichen,0,0,"Lichen, surface sterilized Rhizoplaca chrysoleuca - Rock 1)"
1721.R13B,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample R13B
11116.I07A068.1196679,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample C27A64
11116.L23A090.1197763,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A22D085
11116.I30A073.1194206,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample U525A61
990.KA3U.A.05,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840733,Block_3_Unfertilized_station_A_position_5 KA3U.A.05
846.Fagna24102011Soil14A1,FALSE,846,cropland biome,agricultural soil,soil,11.342,43.984,Soil from maize field tilled by conventional deep ploughing (max depth 40cm)
1674.McG.F110714Ch2H4,TRUE,1674,urban biome,garden soil,soil,-74.001,40.748,NYC green roofs soil in Manhattan
14989.soil.hip.SHSU.2016.064.2016.08.27.day3,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.hip.SHSU.2016.064.2016.08.27.day3
11116.I27A064.1196337,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A06D085
11116.I05A099.1194131,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L18A068
2105.CP50.r,TRUE,2105,urban biome,park,soil,-73.9734,40.76825,CP50 soil sample from Central Park
2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,roots,-72.52808,41.0152,Roots
11519.17A260609.S6a.3G,FALSE,11519,temperate grassland,grassland,soil,105.24345,40.04785,no information
10142.009.3.7.2013.Soil.Head.SiteA,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,009.3.7.2013.Soil.Head.SiteA
14989.soil.ctrl.UTK.K016.11.2017.06.14.day21,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.11.2017.06.14.day21
11116.L05A065.1198148,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L27A074
11432.Plate2.D06.ROOT.deltaSRF.,TRUE,11432,terrestrial,rhizosphere,root delta srf,-117.149,32.5228,Swab_Root
1740.SH11SED.EMP.Thomas.sponges.16S.L007,TRUE,1740,marine biome,reef,soil,-80.0894,26.1673,Soil sample from sampling site
14989.soil.face.SHSU.2016.011.2016.04.30.day16,FALSE,14989,dense settlement biome,research facility,soil,-95.476,30.745,11271.soil.face.SHSU.2016.011.2016.04.30.day16
14989.soil.ctrlCMU.17.04.2017.03.day21,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.ctrlCMU.17.04.2017.03.day21
10097.Bulk23,FALSE,10097,urban biome,plant-associated habitat,Soil,6.85967,50.95694,SoilGolm
1674.McG.F110714Ch3R1,TRUE,1674,urban biome,garden soil,soil,-74.001,40.748,NYC green roofs soil in Manhattan
11116.L08A081.1195108,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I07A077
10141.F.soil.T6.1,TRUE,10141,Temperate coniferous forest biome,agricultural soil,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
13114.stegen.38.s018,TRUE,13114,subpolar coniferous forest biome,stratum,soil,-147.4864426,65.16166658,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost"
10141.F.skin.body.T0.5,TRUE,10141,urban biome,animal-associated habitat,skin,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
990.KA1U.E.18,TRUE,990,urban biome,field soil,Soil,-88.230357,41.84151,Block_1_Unfertilized_station_E_position_18 KA1U.E.18
2104.CP216,FALSE,2104,urban biome,park,soil,-73.9678,40.77888,soil
2105.CP448,TRUE,2105,urban biome,park,soil,-73.96606,40.78326,CP448 soil sample from Central Park
11167.CM12723.41,FALSE,11167,agricutural biome,roadside,soil,121.37,31.8,Surface soil in a potato land
2105.CP256.r,TRUE,2105,urban biome,park,soil,-73.97032,40.77507,CP256 soil sample from Central Park
10143.016.5.11.2013.Soil.RArmpit.SiteG,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,016.5.11.2013.Soil.RArmpit.SiteG
11116.L04A077.1195771,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L18A094
10246.PP.T.B1,FALSE,10246,tundra biome,tundra,soil,-119.2971389,76.22822222,repeated tundra sample_thermokarst PP.T.B1
755.SSFB.L3.D5.18.10.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
10278.T4.B4.5,FALSE,10278,temperate grassland biome,sphagnum bog,peat,-4.079565,53.141159,peat.timepoint4.bog.5cm.droughted
11116.L06A079.1194663,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L13A119
1792.I06A094,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.50188,42.44396,I06A094 from site Mo17
11432.Bacteria.Plate.H10.Specimen.66.,TRUE,11432,terrestrial,rhizosphere,bacteria isolate,-117.149,32.5228,PBS_Culture
11116.L28A104.1194608,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L30A080
1642.MS00216,TRUE,1642,cropland biome,alluvial paddy field soil,soil,138.937,35.117,Bulk soil kasalath MS00216
10145.NB.4C,TRUE,10145,marine benthic biome,high tide zone,beach sand,-128.14,51.66,NB-4C sample swash
10143.016.6.10.2013.Soil.Groin.SiteE,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,016.6.10.2013.Soil.Groin.SiteE
11116.A19B091.1195048,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I23A076
11116.A16B076.1194247,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A03B085
11116.I10A065.1193665,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I31A074
1609.mass.control.5.1,FALSE,1609,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,mass.control.5.1
1721.Soil.NIL.100.N.10.3,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample Soil.NIL.100.N.10.3
2105.CP703,TRUE,2105,urban biome,park,soil,-73.9612,40.79513,CP703 soil sample from Central Park
11116.L12A094.1195766,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A08C103
104.Tag,FALSE,104,tundra biome,tundra,soil,-135,69.26667,soil metagenome
11116.I11A075.1197266,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L31A119
14989.soil.ctrl.UTK.K016.05.2016.09.28.day3,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.05.2016.09.28.day3
714.soil1.0.1g.T7S3,FALSE,714,ENVO:terrestrial biome,ENVO:soil,soil,-105.27,40.01,sterile_soil.soil.7
14989.soil.hip.SHSU.2016.007.2016.04.28.day14,FALSE,14989,dense settlement biome,research facility,soil,-95.476,30.745,11271.soil.hip.SHSU.2016.007.2016.04.28.day14
2382.SH007.C6.RH.4.517.rhizo.4.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,rhizosphere,-72.5285,41.01494,Rhizosphere
213.KE35,FALSE,213,temperate coniferous forest biome,forest soil,soil,-93.2,45.2,soil metagenome
11116.I32A092.1195104,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A03A073
11116.A10C103.1196362,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I14A093
2105.CP305,TRUE,2105,urban biome,park,soil,-73.97388,40.77576,CP305 soil sample from Central Park
11116.C04A61.1197725,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample C02A66
1526.HCanyon8R2,TRUE,1526,Large river biome,dam,soil,-110.677,37.55,GlenCanyon_hc7r2
864.12.OTC.addH.addV.2010a.lane2.NoIndex,TRUE,864,montane grassland biome,steppe soil,soil,100.772,51.024,"block twelve-warming, watering, vegetation 12.OTC.addH.addV.2010a"
14989.soil.ctrl.UTK.K016.11.2017.05.29.day5,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.11.2017.05.29.day5
990.KA2F.B.14,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841124,Block_2_Fertilized_station_B_position_14 KA2F.B.14
864.8.CON.addV.noG.noW.B.lane2.NoIndex,TRUE,864,montane grassland biome,steppe soil,soil,100.772,51.024,"block eight-control,vegetation, n grazing, n watering 8.CON.addV.noG.noW.B"
14989.soil.ctrl.UTK.K016.04.2016.10.05.day10,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.04.2016.10.05.day10
10346.BCH31SED,FALSE,10346,marine benthic biome,sea floor,marine sediment,-80.0971,26.1494,Soil sample from sampling site
1674.McG.F110715Ly5H2,TRUE,1674,urban biome,garden soil,soil,-74.074,40.638,NYC green roofs soil in Staten Island
10143.016.5.1.2013.Soil.RArmpit.SiteG,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,016.5.1.2013.Soil.RArmpit.SiteG
